part_id,stock_level,cost_price,entry_date
SP-205,0,337.23,2024-09-07
SP-154,497,94.74,2025-04-12
SP-485,229,15.0,2024-08-31
SP-343,168,249.2,2024-06-12
SP-373,356,115.78,2024-05-21
SP-400,229,367.46,2024-10-15
SP-154,116,433.38,2025-01-15
SP-397,384,401.1,2024-11-02
SP-410,108,240.01,2024-04-30
SP-433,125,5.0,2024-11-21
SP-105,5,366.32,2025-01-18
SP-233,376,49.5,2025-05-19
SP-268,375,256.58,2024-10-07
SP-393,0,253.0,2024-12-02
SP-274,229,53.5,2025-05-29
SP-292,0,126.83,2024-04-06
SP-301,0,390.16,2025-05-16
SP-500,229,427.7,2024-10-09
SP-280,267,371.34,2024-08-09
SP-198,74,396.96,2025-02-09
SP-366,212,121.99,2024-10-20
SP-336,229,208.31,2024-09-18
SP-336,317,192.4,2024-01-10
SP-167,229,262.99,2024-07-23
SP-262,227,362.68,2024-05-27
SP-124,231,50.0,2024-09-09
SP-416,463,119.48,2024-02-23
SP-473,208,155.57,2024-10-24
SP-427,229,378.2,2024-04-28
SP-246,100,124.54,2025-04-16
SP-242,5,91.62,2025-06-02
SP-429,363,102.17,2024-07-07
SP-395,211,346.15,2024-11-02
SP-192,229,149.74,2025-05-21
SP-409,0,180.05,2024-06-08
SP-196,159,57.28,2025-04-21
SP-273,102,212.24,2024-02-11
SP-405,5,37.74,2025-03-05
SP-292,395,89.97,2025-07-02
SP-425,486,268.86,2025-07-08
SP-102,353,63.0,2025-04-20
SP-204,463,409.79,2024-05-01
SP-443,207,197.52,2025-03-22
SP-245,229,322.93,2024-09-14
SP-211,0,213.3,2025-05-03
SP-161,229,397.0,2024-12-25
SP-365,208,38.92,2024-05-01
SP-142,229,153.57,2025-04-27
SP-359,236,382.45,2024-08-01
SP-124,235,255.0,2024-03-03
SP-421,410,104.29,2024-03-11
SP-287,229,323.33,2024-12-06
SP-283,401,247.16,2024-12-17
SP-483,437,247.0,2025-04-08
SP-486,263,315.77,2024-05-18
SP-205,5,374.18,2024-11-28
SP-157,182,54.22,2025-04-24
SP-350,5,284.72,2025-06-26
SP-129,118,401.49,2024-08-16
SP-118,441,344.52,2025-07-08
SP-111,192,349.0,2025-05-02
SP-159,163,395.35,2024-06-18
SP-244,148,26.61,2025-03-22
SP-318,321,431.46,2025-07-14
SP-274,88,271.0,2025-04-15
SP-350,447,334.83,2025-07-27
SP-252,408,334.55,2024-08-04
SP-248,261,430.42,2024-07-16
SP-463,284,321.0,2024-05-23
SP-260,203,202.52,2025-03-15
SP-460,365,272.54,2025-07-24
SP-237,0,277.0,2024-11-23
SP-455,91,222.0,2024-05-16
SP-140,5,105.32,2024-08-26
SP-159,5,228.51,2025-03-25
SP-118,229,308.99,2024-04-09
SP-283,442,117.86,2024-09-25
SP-227,10,391.91,2024-07-04
SP-181,229,301.0,2024-09-19
SP-105,348,141.16,2025-02-17
SP-176,375,8.54,2024-10-12
SP-165,88,441.36,2025-07-04
SP-323,5,389.11,2024-09-23
SP-478,213,330.02,2024-10-23
SP-242,180,153.86,2025-01-06
SP-141,39,353.88,2024-07-06
SP-114,469,440.24,2024-08-14
SP-104,77,348.83,2024-01-12
SP-254,490,166.61,2024-03-30
SP-310,0,269.0,2024-07-07
SP-109,47,27.49,2025-02-16
SP-318,183,26.81,2025-07-24
SP-251,270,19.76,2024-11-27
SP-136,229,348.0,2024-03-22
SP-172,248,449.9,2025-01-09
SP-396,273,177.91,2025-06-05
SP-250,5,281.93,2024-12-25
SP-217,5,87.77,2024-12-29
SP-143,229,117.43,2024-08-12
SP-154,445,284.0,2025-01-20
SP-424,18,293.0,2025-07-20
SP-195,493,30.67,2025-03-24
SP-500,266,36.31,2024-01-15
SP-246,5,326.0,2024-04-03
SP-373,5,414.0,2024-05-26
SP-195,296,376.21,2024-09-26
SP-412,229,411.11,2024-02-01
SP-166,229,349.56,2025-06-22
SP-167,5,298.87,2025-03-14
SP-162,5,421.02,2024-06-15
SP-495,229,114.8,2024-07-16
SP-259,498,354.04,2024-12-11
SP-293,427,33.19,2025-05-15
SP-173,441,131.38,2024-11-29
SP-349,292,397.68,2024-01-13
SP-224,66,174.0,2025-01-14
SP-207,5,101.0,2024-06-29
SP-461,331,370.24,2025-03-17
SP-450,0,226.83,2024-02-10
SP-489,435,35.52,2024-03-09
SP-444,195,117.35,2025-05-30
SP-281,229,128.57,2025-03-08
SP-136,0,174.57,2024-12-28
SP-175,162,208.04,2024-10-03
SP-388,387,368.6,2024-11-06
SP-306,0,347.83,2024-09-11
SP-494,5,66.33,2025-01-17
SP-299,164,251.19,2024-01-20
SP-397,397,376.48,2024-06-30
SP-409,5,252.94,2024-03-11
SP-123,229,66.94,2024-10-10
SP-208,394,173.83,2024-08-07
SP-282,208,304.58,2024-03-11
SP-360,5,122.91,2025-03-23
SP-161,5,223.93,2025-02-08
SP-414,0,86.76,2025-05-21
SP-311,229,292.6,2024-02-13
SP-339,137,320.48,2025-06-21
SP-368,229,318.95,2025-06-11
SP-374,5,40.95,2024-08-22
SP-369,307,240.27,2025-01-01
SP-266,94,235.04,2025-06-27
SP-164,229,35.8,2024-07-01
SP-330,62,160.7,2024-08-22
SP-134,403,389.15,2024-01-29
SP-228,377,288.95,2025-03-20
SP-137,366,247.09,2025-04-05
SP-402,221,369.0,2025-04-21
SP-276,229,172.3,2024-09-02
SP-358,411,48.89,2025-07-11
SP-156,245,140.15,2025-04-01
SP-289,387,90.03,2025-07-27
SP-141,236,91.96,2025-03-15
SP-152,36,414.03,2025-03-22
SP-436,426,407.88,2024-07-16
SP-115,5,351.7,2025-05-19
SP-426,241,436.33,2024-02-01
SP-475,229,425.46,2024-07-10
SP-209,229,144.68,2024-02-21
SP-154,423,301.38,2025-03-07
SP-485,442,352.51,2024-09-16
SP-448,187,131.0,2025-03-18
SP-276,246,411.78,2024-12-23
SP-382,468,48.61,2024-03-27
SP-381,478,429.27,2024-12-01
SP-312,99,384.43,2025-05-04
SP-303,94,356.63,2024-10-13
SP-330,155,442.56,2025-02-21
SP-463,229,222.74,2024-07-30
SP-494,266,420.2,2024-09-08
SP-261,374,410.14,2025-07-22
SP-142,5,418.97,2024-12-01
SP-192,335,244.51,2025-04-16
SP-480,5,226.0,2025-05-25
SP-453,229,70.26,2025-02-14
SP-344,324,289.4,2025-05-17
SP-457,107,172.65,2025-07-16
SP-352,5,364.14,2024-04-14
SP-445,497,180.46,2025-01-05
SP-461,5,238.94,2024-11-04
SP-191,32,117.96,2024-07-02
SP-236,229,434.31,2024-12-12
SP-243,229,244.97,2024-07-31
SP-480,229,418.0,2025-01-24
SP-421,473,324.95,2024-12-12
SP-382,0,357.95,2024-09-24
SP-373,0,425.75,2024-04-28
SP-172,58,410.08,2024-10-04
SP-334,243,378.61,2024-12-29
SP-311,175,306.96,2024-10-24
SP-272,229,123.39,2024-04-01
SP-171,85,212.0,2024-02-25
SP-386,448,188.78,2024-07-06
SP-254,28,161.79,2025-07-26
SP-417,85,154.68,2024-02-16
SP-458,229,187.85,2024-12-16
SP-296,129,434.97,2025-03-19
SP-451,65,323.0,2024-06-28
SP-370,211,167.0,2025-05-01
SP-106,0,331.24,2024-01-11
SP-167,13,271.0,2025-04-24
SP-127,5,419.78,2024-09-20
SP-249,229,215.94,2024-04-04
SP-497,389,63.92,2024-01-13
SP-401,0,268.17,2024-06-25
SP-287,5,290.13,2024-12-02
SP-127,169,236.39,2024-11-01
SP-449,410,156.97,2025-05-19
SP-422,455,40.89,2025-06-27
SP-399,293,47.11,2025-05-04
SP-165,229,390.53,2024-02-04
SP-229,5,222.99,2024-09-17
SP-155,331,439.79,2024-06-05
SP-485,430,53.0,2024-06-30
SP-147,405,255.0,2024-12-18
SP-290,451,33.61,2025-01-04
SP-242,94,424.69,2025-05-23
SP-440,88,37.0,2025-05-09
SP-201,385,273.41,2024-07-03
SP-367,130,119.81,2025-01-13
SP-469,229,176.11,2024-02-27
SP-362,371,53.95,2024-09-09
SP-209,67,188.26,2024-05-10
SP-450,0,351.09,2025-02-03
SP-176,239,25.46,2025-04-07
SP-123,59,414.59,2025-03-31
SP-478,322,180.34,2025-06-06
SP-256,220,219.0,2025-01-03
SP-184,14,138.0,2025-05-15
SP-474,229,337.0,2025-02-05
SP-379,5,182.94,2024-04-27
SP-138,122,108.0,2024-07-28
SP-426,229,302.0,2025-07-01
SP-313,149,424.27,2024-08-25
SP-346,433,40.29,2025-01-12
SP-493,430,184.63,2025-07-28
SP-285,229,271.04,2025-01-30
SP-126,470,143.05,2024-06-11
SP-226,214,301.55,2025-05-25
SP-343,463,409.38,2024-06-03
SP-451,388,137.8,2024-03-08
SP-424,111,88.27,2025-03-19
SP-348,343,175.29,2024-06-30
SP-368,105,165.23,2025-06-10
SP-117,338,158.53,2024-09-03
SP-238,137,211.1,2024-08-27
SP-108,5,202.0,2024-02-21
SP-456,298,123.26,2025-02-23
SP-324,225,27.53,2024-01-17
SP-315,278,21.64,2024-01-14
SP-450,308,426.63,2025-06-03
SP-195,477,247.43,2024-10-12
SP-224,229,280.98,2024-08-23
SP-112,80,275.0,2024-11-05
SP-123,229,48.19,2025-03-02
SP-110,229,429.3,2025-01-20
SP-153,191,362.89,2024-05-24
SP-371,137,30.56,2024-09-06
SP-154,0,333.0,2025-02-28
SP-198,175,108.44,2024-09-17
SP-473,462,276.65,2024-12-18
SP-403,142,315.69,2024-07-18
SP-294,82,186.32,2025-03-09
SP-110,177,194.81,2025-06-03
SP-343,225,118.67,2025-06-02
SP-431,9,209.59,2025-05-15
SP-143,229,15.0,2024-11-10
SP-290,311,199.09,2025-02-05
SP-417,82,207.01,2024-06-02
SP-354,449,389.0,2024-02-06
SP-418,483,186.23,2025-07-18
SP-258,141,376.06,2024-08-01
SP-427,229,442.0,2024-10-01
SP-263,164,123.05,2024-03-10
SP-347,472,126.0,2024-07-09
SP-152,5,309.82,2024-08-16
SP-247,330,222.54,2024-01-12
SP-234,289,397.54,2025-03-03
SP-366,229,303.05,2024-05-25
SP-154,229,265.14,2024-11-03
SP-414,113,431.1,2024-05-09
SP-118,70,411.23,2024-03-10
SP-442,116,414.79,2024-06-02
SP-323,321,290.93,2024-08-09
SP-436,407,380.0,2024-08-06
SP-269,353,23.96,2024-03-25
SP-102,414,425.83,2025-01-10
SP-315,487,11.02,2025-03-15
SP-246,0,417.79,2025-05-01
SP-173,229,5.78,2024-07-02
SP-196,245,62.61,2025-04-17
SP-371,229,171.24,2025-06-27
SP-264,229,153.62,2025-02-23
SP-245,335,55.0,2024-12-03
SP-221,0,86.96,2025-02-22
SP-286,404,123.21,2025-04-02
SP-459,90,373.15,2025-05-31
SP-395,229,250.86,2025-01-05
SP-140,318,425.15,2025-04-07
SP-322,9,341.15,2024-01-20
SP-103,388,261.82,2024-11-20
SP-371,208,55.0,2025-02-02
SP-347,37,360.09,2025-04-02
SP-296,270,334.91,2024-08-05
SP-166,167,273.56,2025-06-25
SP-306,230,293.01,2024-11-25
SP-302,51,209.34,2024-11-14
SP-418,5,200.59,2024-12-23
SP-478,5,170.98,2025-07-30
SP-377,80,363.57,2025-01-13
SP-324,229,408.0,2025-06-16
SP-142,270,48.0,2025-05-02
SP-485,229,392.0,2024-06-22
SP-186,5,140.52,2024-05-01
SP-262,170,318.29,2025-05-08
SP-167,233,9.78,2024-05-12
SP-331,284,219.0,2024-02-02
SP-256,229,226.22,2025-03-25
SP-349,390,296.49,2024-05-01
SP-196,310,313.12,2025-05-04
SP-410,453,296.48,2024-11-30
SP-455,362,396.02,2024-06-12
SP-478,291,62.0,2025-06-08
SP-274,229,148.79,2024-08-21
SP-285,229,52.12,2025-07-05
SP-463,277,275.6,2024-02-02
SP-450,113,121.0,2024-12-17
SP-493,140,266.04,2024-08-21
SP-397,296,414.27,2025-02-04
SP-103,5,394.92,2024-09-29
SP-144,363,181.73,2024-07-28
SP-222,475,327.47,2024-11-13
SP-234,154,418.2,2024-04-30
SP-209,108,360.63,2024-11-08
SP-253,411,425.91,2024-12-09
SP-381,127,52.49,2024-07-26
SP-467,8,409.65,2024-06-08
SP-238,321,375.73,2024-03-20
SP-101,381,214.27,2024-05-28
SP-358,95,200.73,2024-02-07
SP-159,121,425.32,2025-04-26
SP-311,209,21.61,2024-04-04
SP-196,134,341.0,2024-04-08
SP-243,0,372.0,2025-05-18
SP-475,268,301.82,2024-01-02
SP-239,345,169.43,2024-12-07
SP-162,0,270.67,2024-07-26
SP-381,128,341.21,2024-07-25
SP-254,130,332.46,2024-07-30
SP-171,158,167.94,2025-03-11
SP-368,105,378.02,2024-12-04
SP-420,9,433.52,2025-04-02
SP-486,5,51.5,2024-10-09
SP-373,5,362.6,2024-06-21
SP-129,338,107.5,2024-06-24
SP-174,351,357.0,2024-07-01
SP-368,239,199.8,2024-10-24
SP-460,125,368.42,2024-02-22
SP-213,100,69.19,2025-01-16
SP-238,137,116.62,2024-03-18
SP-263,79,381.51,2024-09-25
SP-394,5,265.25,2024-12-02
SP-398,369,49.84,2025-04-14
SP-114,0,6.58,2025-06-17
SP-279,83,26.28,2024-10-03
SP-271,209,36.61,2024-12-11
SP-393,228,68.51,2024-02-13
SP-195,492,264.71,2025-05-01
SP-360,334,296.0,2024-10-25
SP-110,0,345.0,2025-01-13
SP-366,179,341.01,2024-07-27
SP-332,204,363.48,2024-11-01
SP-458,263,288.36,2025-06-22
SP-115,5,412.07,2025-06-26
SP-447,86,226.51,2025-07-15
SP-106,403,293.0,2025-02-14
SP-195,462,186.65,2024-10-10
SP-391,339,105.83,2025-03-21
SP-497,91,343.98,2024-10-07
SP-251,425,155.7,2025-02-23
SP-256,20,144.22,2025-04-27
SP-251,5,198.0,2025-03-26
SP-438,301,240.19,2025-07-28
SP-227,134,357.95,2024-09-03
SP-205,213,219.5,2025-04-13
SP-213,229,374.0,2024-03-30
SP-381,479,207.3,2024-11-27
SP-272,249,118.84,2024-08-09
SP-282,170,316.76,2025-07-19
SP-281,458,32.83,2025-05-30
SP-129,290,29.87,2025-06-29
SP-357,164,425.84,2025-01-28
SP-306,229,146.41,2024-12-08
SP-453,11,384.33,2024-05-10
SP-171,479,39.07,2025-07-15
SP-431,278,134.51,2024-11-12
SP-102,360,438.81,2025-04-29
SP-218,261,237.51,2024-04-27
SP-491,422,28.42,2024-04-24
SP-356,229,377.79,2024-12-24
SP-406,276,235.5,2024-11-05
SP-445,440,176.62,2025-05-26
SP-209,5,38.44,2024-02-17
SP-488,387,21.08,2024-05-08
SP-337,246,188.75,2024-05-21
SP-168,220,417.11,2025-05-24
SP-329,174,436.0,2025-04-17
SP-192,94,132.77,2024-07-15
SP-396,71,247.57,2025-02-06
SP-442,77,47.66,2024-05-18
SP-304,7,258.0,2025-04-11
SP-247,229,76.63,2025-02-10
SP-287,0,143.82,2025-07-12
SP-213,103,39.39,2025-04-16
SP-314,133,124.0,2024-08-11
SP-197,5,29.0,2025-01-21
SP-395,251,21.83,2024-02-11
SP-325,39,168.6,2025-04-12
SP-292,5,97.27,2025-01-20
SP-304,387,423.07,2024-08-27
SP-123,0,34.85,2025-07-22
SP-401,386,89.23,2025-06-15
SP-130,444,249.03,2024-01-18
SP-203,499,125.0,2025-01-12
SP-371,376,17.11,2024-10-20
SP-146,5,234.91,2024-06-22
SP-139,93,219.73,2024-06-18
SP-241,229,438.0,2024-05-05
SP-145,424,390.4,2024-03-12
SP-316,292,290.63,2025-06-12
SP-382,229,444.21,2025-07-03
SP-401,278,237.61,2024-11-03
SP-310,481,234.09,2024-02-27
SP-359,352,214.0,2025-04-18
SP-210,207,382.26,2024-04-06
SP-477,0,109.45,2025-05-12
SP-406,288,73.07,2024-11-04
SP-197,5,336.81,2025-05-15
SP-120,232,159.64,2024-10-11
SP-369,236,291.0,2025-04-15
SP-136,445,85.0,2024-06-30
SP-406,0,293.75,2024-10-15
SP-160,229,176.48,2024-03-28
SP-229,34,287.39,2024-10-28
SP-421,402,215.83,2024-05-21
SP-376,0,127.55,2024-08-08
SP-400,5,327.78,2025-06-06
SP-164,329,221.0,2024-10-24
SP-235,317,75.74,2025-06-29
SP-213,5,254.44,2024-05-05
SP-251,202,417.54,2025-04-17
SP-133,229,64.98,2024-03-06
SP-347,304,6.41,2024-11-04
SP-491,229,233.04,2025-04-30
SP-196,225,436.0,2024-11-07
SP-420,346,235.67,2024-09-08
SP-485,0,418.09,2025-01-13
SP-230,239,377.35,2024-03-19
SP-308,490,193.36,2024-01-31
SP-292,118,159.76,2025-03-13
SP-253,0,124.0,2024-02-17
SP-389,308,407.0,2024-06-16
SP-114,229,207.4,2024-01-18
SP-192,395,181.68,2025-07-21
SP-244,245,439.28,2025-05-17
SP-499,229,69.99,2025-01-23
SP-330,36,181.67,2024-11-11
SP-175,210,320.76,2024-04-06
SP-117,259,337.72,2024-07-18
SP-468,476,389.0,2025-05-18
SP-148,5,265.12,2024-08-03
SP-103,48,313.78,2024-01-05
SP-106,353,272.28,2024-07-18
SP-336,229,60.82,2024-12-22
SP-415,277,170.37,2025-05-14
SP-201,313,46.11,2024-04-21
SP-201,136,8.83,2025-04-13
SP-301,5,51.18,2025-02-03
SP-173,246,399.26,2024-12-22
SP-364,229,11.69,2025-02-13
SP-497,86,114.0,2024-08-15
SP-468,489,334.7,2024-10-24
SP-221,229,368.0,2024-08-18
SP-423,122,403.18,2024-12-15
SP-176,0,108.52,2024-05-11
SP-492,229,287.49,2025-07-03
SP-423,373,10.6,2025-07-30
SP-239,493,209.49,2025-04-23
SP-429,34,58.31,2024-09-21
SP-403,120,313.71,2024-06-17
SP-254,344,298.17,2024-04-01
SP-478,229,414.59,2024-09-22
SP-391,229,37.76,2024-07-21
SP-167,283,391.06,2024-04-27
SP-222,58,331.18,2024-11-06
SP-325,5,157.35,2025-03-31
SP-441,477,264.85,2024-02-20
SP-126,84,257.39,2024-10-28
SP-146,82,258.55,2024-04-26
SP-253,5,428.0,2025-01-17
SP-205,229,31.35,2024-05-16
SP-315,229,232.31,2025-03-17
SP-262,126,142.74,2024-05-09
SP-404,285,15.17,2024-05-08
SP-339,181,285.76,2024-09-10
SP-216,395,274.45,2025-04-19
SP-144,401,343.62,2025-03-18
SP-112,387,339.05,2024-03-26
SP-367,269,285.64,2025-03-23
SP-403,428,28.0,2025-05-26
SP-339,74,176.35,2025-06-11
SP-248,414,256.0,2024-12-11
SP-477,0,153.09,2024-02-12
SP-377,171,49.0,2025-07-27
SP-160,118,184.6,2024-04-27
SP-499,236,344.86,2025-06-09
SP-257,5,49.76,2024-08-26
SP-138,291,187.68,2024-10-16
SP-182,51,340.81,2024-05-21
SP-274,260,217.54,2024-02-03
SP-291,229,301.95,2025-03-01
SP-167,91,292.74,2025-06-21
SP-256,5,383.07,2025-07-25
SP-312,157,118.77,2024-11-17
SP-256,63,20.09,2025-02-11
SP-274,483,42.26,2024-07-27
SP-308,375,188.78,2025-04-12
SP-205,229,91.44,2024-06-30
SP-485,229,417.28,2025-02-26
SP-464,229,206.0,2024-03-19
SP-204,121,414.47,2024-04-10
SP-233,36,195.72,2024-04-25
SP-390,5,207.39,2025-05-19
SP-286,5,77.0,2025-07-25
SP-412,278,80.44,2024-02-21
SP-106,145,98.0,2025-03-17
SP-110,329,445.85,2025-04-15
SP-121,356,41.76,2025-05-14
SP-266,5,261.0,2024-08-26
SP-227,38,245.97,2024-09-29
SP-312,229,74.51,2024-05-23
SP-352,37,442.59,2025-02-26
SP-162,202,166.74,2025-04-27
SP-351,227,219.94,2024-08-14
SP-460,340,177.0,2025-02-17
SP-334,404,186.0,2024-04-09
SP-157,338,386.0,2024-05-26
SP-223,433,262.59,2024-02-14
SP-127,0,11.78,2024-03-12
SP-415,5,147.86,2024-11-21
SP-192,261,21.27,2024-08-02
SP-333,153,337.19,2024-10-27
SP-484,225,368.7,2024-01-20
SP-166,229,112.66,2024-07-11
SP-197,172,170.66,2024-03-17
SP-226,322,45.88,2024-02-20
SP-160,231,389.91,2025-07-14
SP-338,229,72.09,2025-01-02
SP-410,229,61.64,2024-02-20
SP-351,319,145.0,2024-03-18
SP-469,54,337.82,2024-02-09
SP-105,0,430.51,2025-03-25
SP-153,402,330.78,2024-08-08
SP-496,339,10.12,2024-03-04
SP-356,197,275.0,2024-08-28
SP-397,43,153.39,2024-08-15
SP-270,62,172.88,2024-04-15
SP-223,437,411.03,2025-05-07
SP-283,229,221.68,2024-10-20
SP-102,31,380.06,2024-05-09
SP-440,393,182.81,2025-03-11
SP-356,362,5.45,2025-04-10
SP-356,190,47.62,2025-06-02
SP-418,388,391.92,2024-06-13
SP-265,5,380.44,2025-02-16
SP-347,0,18.07,2024-06-22
SP-164,229,268.63,2025-01-03
SP-298,32,117.05,2024-07-29
SP-198,5,20.07,2024-10-24
SP-376,459,84.33,2024-07-27
SP-427,266,346.17,2025-03-27
SP-257,279,371.36,2024-03-20
SP-329,188,97.12,2024-01-13
SP-337,399,421.03,2025-02-06
SP-196,211,304.46,2024-03-17
SP-317,53,370.04,2024-04-22
SP-264,262,447.44,2024-01-02
SP-260,146,292.29,2024-07-13
SP-170,493,417.73,2024-01-12
SP-168,229,396.57,2024-07-21
SP-208,231,310.73,2024-02-08
SP-252,5,6.0,2024-03-07
SP-492,498,326.58,2024-09-03
SP-422,184,321.88,2024-12-04
SP-300,350,432.88,2024-06-23
SP-183,229,441.21,2025-04-16
SP-406,491,53.67,2025-05-01
SP-260,483,221.34,2024-04-21
SP-380,372,385.5,2024-12-10
SP-364,346,338.26,2025-05-30
SP-118,105,39.72,2024-11-09
SP-133,229,127.17,2024-02-01
SP-401,55,337.0,2024-06-16
SP-455,19,294.0,2025-04-30
SP-119,20,358.0,2024-12-25
SP-489,332,417.97,2024-04-29
SP-297,5,268.28,2024-05-29
SP-139,454,138.69,2024-03-16
SP-410,258,118.42,2024-04-10
SP-312,53,44.12,2024-09-17
SP-281,0,325.0,2024-01-18
SP-302,471,354.39,2024-03-22
SP-338,122,375.98,2025-05-19
SP-201,118,99.0,2025-06-21
SP-490,0,235.6,2024-08-21
SP-239,299,128.41,2024-11-20
SP-118,361,154.0,2024-04-16
SP-283,73,151.74,2025-05-31
SP-289,401,374.0,2024-02-19
SP-148,466,107.64,2025-05-10
SP-263,85,352.21,2024-05-19
SP-166,84,275.3,2024-06-14
SP-442,182,326.13,2024-09-24
SP-476,94,183.41,2024-04-26
SP-107,254,314.09,2025-06-04
SP-396,229,83.05,2024-09-05
SP-350,0,254.27,2024-08-25
SP-419,495,10.79,2024-05-11
SP-464,5,95.0,2024-03-12
SP-122,147,159.34,2024-01-20
SP-374,5,424.77,2024-11-25
SP-202,187,139.29,2024-11-17
SP-189,73,111.0,2024-09-22
SP-403,5,197.0,2025-03-11
SP-118,217,69.41,2024-02-20
SP-399,5,212.41,2024-10-10
SP-168,82,315.67,2024-06-08
SP-156,55,364.66,2024-06-29
SP-399,229,70.2,2024-01-21
SP-236,17,6.72,2024-02-06
SP-273,285,350.86,2024-04-19
SP-491,174,423.52,2025-01-04
SP-401,266,337.64,2024-09-14
SP-284,229,346.0,2024-08-07
SP-165,107,17.46,2024-07-25
SP-326,229,173.13,2025-02-02
SP-316,223,65.0,2025-07-04
SP-125,70,274.88,2024-01-11
SP-427,426,444.58,2025-04-13
SP-435,229,427.83,2024-08-12
SP-158,163,50.0,2024-05-24
SP-287,5,413.84,2025-06-13
SP-295,229,442.21,2025-01-31
SP-377,229,389.33,2025-05-15
SP-408,229,159.53,2024-09-09
SP-155,19,361.75,2025-07-31
SP-245,0,202.44,2025-05-13
SP-282,47,106.94,2025-06-19
SP-367,229,292.76,2024-05-06
SP-304,145,284.0,2025-04-16
SP-202,75,87.84,2024-01-17
SP-300,229,73.1,2024-09-16
SP-445,379,265.58,2025-03-05
SP-204,229,31.86,2025-02-09
SP-441,221,285.41,2025-07-24
SP-122,199,338.52,2025-05-29
SP-394,79,181.34,2024-07-09
SP-453,340,26.9,2024-07-20
SP-123,176,321.7,2025-02-03
SP-183,48,318.35,2025-04-08
SP-222,250,171.4,2025-02-25
SP-222,194,169.25,2025-05-17
SP-231,5,426.49,2025-04-29
SP-203,0,22.9,2024-03-28
SP-426,62,437.0,2024-05-20
SP-385,267,16.34,2025-06-27
SP-482,276,288.08,2024-02-22
SP-317,459,244.2,2024-09-15
SP-224,153,137.48,2024-08-25
SP-190,398,160.29,2024-06-12
SP-156,289,264.84,2024-05-04
SP-222,448,214.26,2024-02-25
SP-242,33,266.0,2024-01-05
SP-325,41,30.86,2024-03-25
SP-178,5,25.16,2025-05-10
SP-469,121,47.13,2024-07-22
SP-160,406,300.0,2024-07-16
SP-498,343,31.91,2024-12-04
SP-280,126,321.58,2024-08-15
SP-345,229,421.7,2025-01-13
SP-311,5,57.63,2025-03-17
SP-443,431,91.28,2024-05-24
SP-349,50,198.88,2024-12-13
SP-473,427,337.74,2024-07-26
SP-158,5,132.0,2025-05-19
SP-303,229,14.19,2025-03-02
SP-485,153,397.74,2025-03-13
SP-108,83,161.83,2024-07-10
SP-111,229,336.88,2025-05-19
SP-250,368,139.0,2025-03-20
SP-497,5,287.84,2025-05-14
SP-228,0,143.3,2025-03-02
SP-314,148,171.16,2024-02-11
SP-419,417,306.24,2024-05-12
SP-266,470,197.0,2025-04-20
SP-469,189,347.58,2024-12-01
SP-351,5,411.71,2025-04-13
SP-141,335,348.4,2024-05-26
SP-183,5,83.12,2024-01-18
SP-472,310,57.53,2025-04-30
SP-494,229,421.0,2025-02-19
SP-416,336,235.21,2024-10-08
SP-214,0,143.46,2024-12-29
SP-115,0,383.28,2024-05-16
SP-354,348,343.0,2024-06-06
SP-112,5,252.0,2025-03-08
SP-326,229,303.05,2025-07-03
SP-154,494,287.24,2024-02-12
SP-370,185,75.0,2024-10-04
SP-136,229,299.03,2024-10-28
SP-287,167,398.0,2025-06-06
SP-487,14,7.28,2025-01-20
SP-473,59,93.87,2024-11-19
SP-238,467,155.0,2024-09-03
SP-468,420,258.0,2024-10-18
SP-488,0,124.9,2024-03-04
SP-340,292,120.62,2024-08-05
SP-254,440,430.69,2025-04-04
SP-381,229,132.07,2025-04-03
SP-164,0,371.26,2024-08-01
SP-478,402,440.51,2024-05-30
SP-337,143,38.44,2024-07-22
SP-107,192,353.89,2024-07-18
SP-188,229,208.81,2025-01-27
SP-219,497,93.33,2025-01-02
SP-189,334,317.71,2024-02-17
SP-382,229,425.56,2025-04-16
SP-303,89,435.0,2025-02-24
SP-490,303,50.0,2024-07-25
SP-319,174,325.0,2025-05-11
SP-155,481,446.9,2025-03-09
SP-408,229,434.14,2025-07-09
SP-118,103,167.59,2024-03-04
SP-118,403,376.79,2024-02-13
SP-312,229,434.0,2024-02-15
SP-370,229,351.0,2024-09-29
SP-372,272,106.5,2024-09-12
SP-392,229,110.87,2024-05-01
SP-323,226,176.0,2024-08-09
SP-453,477,289.55,2025-05-31
SP-395,5,177.2,2025-07-16
SP-370,214,174.04,2025-07-08
SP-172,5,52.1,2024-07-20
SP-156,113,241.15,2024-01-31
SP-180,210,369.0,2024-03-22
SP-434,355,63.17,2025-02-11
SP-464,277,355.13,2024-10-16
SP-107,5,18.91,2025-04-09
SP-334,5,129.34,2024-01-18
SP-472,197,185.26,2025-04-04
SP-257,451,378.86,2024-09-29
SP-291,278,270.5,2025-01-23
SP-304,0,159.53,2024-11-05
SP-291,5,301.18,2024-07-30
SP-239,0,150.75,2024-10-16
SP-138,209,291.63,2024-01-24
SP-214,229,115.38,2024-02-18
SP-457,363,171.63,2024-10-10
SP-118,147,35.0,2025-04-01
SP-415,0,442.66,2024-12-05
SP-132,337,247.0,2025-02-13
SP-307,33,307.16,2025-01-08
SP-150,229,203.21,2024-04-28
SP-340,432,220.84,2024-10-12
SP-346,203,31.78,2025-06-29
SP-117,34,92.75,2024-04-09
